0.0167, 0, 30, 23, 2, 0.025, 0.04, 15.492, -0.114, 0.9, 0.204, -6, -12, -3, 7.976, 15, 130, 0
0.0333, 0, 30, 30, 2, 0.003, 3.089, 14.907, 3.034, -1.015, 0.178, -15, 20, -7, 8.339, 15, 130, 1
0.0500, 0, 30, 22, 2, 6.179, 0.055, 18.757, -2.938, 0.894, 0.189, -58, -54, 22, 8.244, 15, 130, 0
0.0675, 0, 30, 25, 2, 6.24, 3.129, 47.678, 1.329, 0.87, 0.186, 14, -7, -3, 7.928, 15, 130, 1
0.0833, 0, 30, 28, 2, 6.256, 3.129, 15.215, -1.422, -0.837, 0.228, -33, 4, 0, 8.28, 15, 130, 0
0.1000, 0, 30, 23, 2, 0.025, 0.04, 15.492, -0.114, 0.9, 0.204, -7, -13, -5, 7.976, 15, 130, 0
0.1187, 0, 30, 26, 2, 6.246, 0.025, 15.8, -2.92, -0.76, 0.204, -42, -10, 21, 8.296, 15, 130, 0
0.1335, 0, 30, 21, 2, 6.271, 3.129, 17.31, -1.388, 1.132, 0.179, -14, 13, 4, 8.335, 15, 130, 0
0.1502, 0, 30, 25, 2, 6.24, 3.129, 47.678, 1.328, 0.869, 0.186, 18, -7, -2, 7.928, 15, 130, 1
0.1833, 0, 30, 26, 2, 6.246, 0.025, 15.8, -2.919, -0.76, 0.204, -38, -16, 24, 8.295, 15, 130, 0
0.2001, 0, 30, 28, 2, 6.256, 3.129, 15.215, -1.423, -0.837, 0.228, -31, 1, -1, 8.282, 15, 130, 0
0.2168, 0, 30, 29, 2, 6.271, 3.12, 14.445, 0.154, -0.89, 0.205, -33, 13, -5, 8.323, 15, 130, 2
0.2334, 0, 30, 25, 2, 6.24, 3.129, 47.678, 1.329, 0.87, 0.187, 12, -10, 6, 7.925, 15, 130, 1
0.2501, 0, 30, 23, 2, 0.025, 0.04, 15.492, -0.113, 0.9, 0.204, -6, -12, -8, 7.977, 15, 130, 0
0.2668, 0, 30, 26, 2, 6.246, 0.025, 15.8, -2.919, -0.76, 0.204, -40, -17, 18, 8.295, 15, 130, 0
0.2834, 0, 30, 28, 2, 6.256, 3.129, 15.215, -1.422, -0.837, 0.228, -31, 5, 3, 8.281, 15, 130, 0
0.3001, 0, 30, 21, 2, 6.271, 3.129, 17.31, -1.388, 1.131, 0.179, -18, 10, 0, 8.335, 15, 130, 0
0.3168, 0, 30, 26, 2, 6.246, 0.025, 15.8, -2.919, -0.761, 0.204, -41, -14, 22, 8.295, 15, 130, 0
0.3500, 0, 30, 23, 2, 0.025, 0.04, 15.492, -0.113, 0.9, 0.204, -5, -11, -4, 7.975, 15, 130, 0
0.3666, 0, 30, 25, 2, 6.24, 3.129, 47.678, 1.329, 0.87, 0.186, 17, -5, -6, 7.925, 15, 130, 1
0.3833, 0, 30, 29, 2, 6.271, 3.12, 14.445, 0.154, -0.889, 0.204, -32, 13, -9, 8.324, 15, 130, 2
0.4000, 0, 30, 21, 2, 6.271, 3.129, 17.31, -1.388, 1.131, 0.179, -16, 12, 4, 8.336, 15, 130, 0
0.4333, 0, 30, 21, 2, 6.271, 3.129, 17.31, -1.389, 1.131, 0.179, -16, 9, 4, 8.335, 15, 130, 0
0.4500, 0, 30, 25, 2, 6.24, 3.129, 47.678, 1.328, 0.87, 0.187, 13, -4, -3, 7.926, 15, 130, 1
0.4667, 0, 30, 28, 2, 6.256, 3.129, 15.215, -1.422, -0.837, 0.228, -28, 1, 2, 8.283, 15, 130, 0
0.5000, 0, 30, 23, 2, 0.025, 0.04, 15.492, -0.113, 0.9, 0.204, -6, -10, -5, 7.976, 15, 130, 0
0.5167, 0, 30, 21, 2, 6.271, 3.129, 17.31, -1.389, 1.131, 0.18, -16, 14, 4, 8.335, 15, 130, 0
0.5333, 0, 30, 22, 2, 6.179, 0.055, 18.757, -2.937, 0.894, 0.189, -59, -54, 21, 8.244, 15, 130, 0
0.5500, 0, 30, 25, 2, 6.24, 3.129, 47.678, 1.328, 0.871, 0.187, 15, -7, -5, 7.927, 15, 130, 1
0.5666, 0, 30, 28, 2, 6.256, 3.129, 15.215, -1.422, -0.837, 0.228, -28, 3, 1, 8.28, 15, 130, 0
0.5833, 0, 30, 23, 2, 0.025, 0.04, 15.492, -0.114, 0.9, 0.203, -7, -13, -4, 7.976, 15, 130, 0
0.6000, 0, 30, 27, 2, 6.2, 3.129, 48.849, 1.759, -0.997, 0.182, 109, 46, -15, 8.317, 15, 129, 100
0.6167, 0, 30, 21, 2, 6.271, 3.129, 17.31, -1.389, 1.131, 0.18, -13, 13, 3, 8.335, 15, 130, 0
0.6333, 0, 30, 22, 2, 6.179, 0.055, 18.757, -2.937, 0.894, 0.189, -62, -53, 21, 8.245, 15, 130, 0
0.6500, 0, 30, 28, 2, 6.256, 3.129, 15.215, -1.422, -0.837, 0.228, -34, 7, 3, 8.282, 15, 130, 0
0.6667, 0, 30, 23, 2, 0.025, 0.04, 15.492, -0.114, 0.9, 0.203, -9, -12, -8, 7.977, 15, 130, 0
