1.1166, 0, 28, 28, 2, 0.049, 0.04, 61.23, 4.261, -1.942, 0.276, -90, 28, -49, 0.0, 15, 130, 6
1.1333, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.688, -1.925, 0.448, -254, 4, 198, 8.274, 15, 130, 11
1.1666, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.657, -3.066, 0.256, -7, -36, 8, 0.0, 11, 130, 0
1.1833, 0, 28, 30, 2, 0.003, 0.025, 47.801, -0.127, -4.519, 0.933, 16, -12, 1, 7.564, 13, 130, 0
1.2166, 0, 28, 28, 2, 0.049, 0.04, 61.23, 4.23, -1.917, 0.255, -115, 48, -73, 0.0, 15, 130, 7
1.2666, 0, 28, 30, 2, 0.003, 0.025, 47.801, -0.126, -4.521, 0.93, 17, -9, -1, 7.565, 13, 130, 0
1.2999, 0, 28, 28, 2, 0.049, 0.04, 61.23, 4.199, -1.893, 0.232, -151, 70, -64, 0.0, 15, 130, 9
1.3166, 0, 28, 30, 2, 0.003, 0.025, 47.801, -0.126, -4.523, 0.929, 18, -11, -3, 7.566, 13, 130, 0
1.3499, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.669, -1.937, 0.437, -234, 4, 201, 8.275, 15, 130, 11
1.3832, 0, 28, 28, 2, 0.049, 0.04, 61.169, 4.168, -1.872, 0.21, -164, 70, -64, 0.0, 15, 130, 10
1.4000, 0, 28, 30, 2, 0.003, 0.025, 47.801, -0.124, -4.524, 0.927, 24, -14, -3, 7.566, 13, 130, 0
1.4332, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.671, -1.934, 0.436, -234, 2, 199, 8.274, 15, 130, 11
1.4666, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.656, -3.066, 0.254, -4, -38, 5, 0.0, 11, 130, 0
1.4833, 0, 28, 30, 2, 0.003, 0.025, 47.801, -0.124, -4.524, 0.924, 21, -19, -13, 7.566, 13, 130, 0
1.5166, 0, 28, 28, 2, 0.049, 0.04, 61.169, 4.112, -1.837, 0.17, -142, 56, -86, 0.0, 15, 130, 12
1.5333, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.672, -1.932, 0.437, -269, 1, 183, 8.274, 15, 130, 11
1.5665, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.674, -1.931, 0.438, -292, 5, 172, 8.274, 15, 130, 11
1.5833, 0, 28, 30, 2, 0.003, 0.025, 47.801, -0.123, -4.522, 0.92, 23, -5, -11, 7.567, 13, 130, 0
1.5999, 0, 28, 28, 2, 0.049, 0.04, 61.169, 4.088, -1.823, 0.154, -134, 49, -96, 0.0, 15, 130, 13
1.6499, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.676, -1.931, 0.438, -253, 1, 191, 8.274, 15, 130, 11
1.6666, 0, 28, 30, 2, 0.003, 0.025, 47.801, -0.121, -4.52, 0.916, 29, -8, -11, 7.565, 13, 130, 0
1.6833, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.66, -3.063, 0.255, -5, -36, 9, 0.0, 11, 130, 0
1.6999, 0, 28, 28, 2, 0.049, 0.04, 61.169, 4.067, -1.811, 0.14, -132, 45, -107, 0.0, 15, 130, 13
1.7332, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.675, -1.931, 0.439, -241, 1, 199, 8.274, 15, 130, 11
1.7499, 0, 28, 30, 2, 0.003, 0.025, 47.709, -0.12, -4.519, 0.913, 33, -4, -14, 7.567, 13, 130, 0
1.7837, 0, 28, 28, 2, 0.049, 0.04, 61.169, 4.05, -1.8, 0.127, -169, 74, -80, 0.0, 15, 130, 14
1.8332, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.676, -1.932, 0.439, -239, 10, 208, 8.274, 15, 130, 11
1.8665, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.663, -3.06, 0.255, -2, -36, 7, 0.0, 11, 130, 0
1.9166, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.679, -1.931, 0.44, -258, 12, 203, 8.275, 15, 130, 11
1.9499, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.664, -3.059, 0.256, -2, -36, 6, 0.0, 11, 130, 0
1.9666, 0, 28, 30, 2, 0.003, 0.025, 47.709, -0.116, -4.514, 0.901, 31, -6, -16, 7.559, 13, 130, 0
1.9999, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.682, -1.931, 0.441, -286, 6, 183, 8.275, 15, 130, 11
2.0332, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.663, -3.058, 0.256, -6, -35, 11, 0.0, 11, 130, 0
2.0499, 0, 28, 30, 2, 0.003, 0.025, 47.709, -0.115, -4.513, 0.897, 24, -3, -16, 7.561, 13, 130, 0
2.0832, 0, 28, 28, 2, 0.049, 0.04, 61.169, 4.001, -1.766, 0.091, -130, 42, -78, 0.0, 15, 130, 16
2.1332, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.67, -1.933, 0.448, -237, -1, 204, 8.274, 15, 130, 10
2.1666, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.664, -3.058, 0.256, -4, -35, 8, 0.0, 11, 130, 0
2.1833, 0, 28, 28, 2, 0.049, 0.04, 61.169, 3.991, -1.761, 0.085, -118, 40, -101, 0.0, 15, 130, 16
2.2166, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.664, -1.942, 0.442, -240, -3, 199, 8.274, 15, 130, 10
2.2333, 0, 28, 30, 2, 0.003, 0.025, 47.709, -0.111, -4.51, 0.89, 30, -4, -21, 7.562, 13, 130, 0
2.2666, 0, 28, 28, 2, 0.049, 0.04, 61.169, 3.984, -1.756, 0.08, -128, 42, -76, 0.0, 15, 130, 17
2.2833, 0, 28, 30, 2, 0.003, 0.025, 47.709, -0.108, -4.51, 0.887, 27, -4, -17, 7.562, 13, 130, 0
2.3000, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.646, -1.951, 0.439, -220, -14, 196, 8.274, 15, 130, 9
2.3499, 0, 28, 28, 2, 0.049, 0.04, 61.169, 3.976, -1.752, 0.076, -172, 76, -40, 0.0, 15, 130, 17
2.3666, 0, 28, 30, 2, 0.009, 0.025, 47.647, -0.106, -4.51, 0.884, 25, -5, -21, 7.56, 13, 130, 0
2.3999, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.636, -1.956, 0.433, -170, -17, 215, 8.274, 15, 130, 9
2.4332, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.664, -3.059, 0.256, -5, -34, 6, 0.0, 11, 130, 0
2.4499, 0, 28, 30, 2, 0.009, 0.025, 47.647, -0.105, -4.51, 0.881, 24, -12, -19, 7.56, 13, 130, 0
2.4832, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.619, -1.964, 0.425, -261, -16, 157, 8.274, 15, 130, 9
2.5166, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.664, -3.06, 0.256, -7, -37, 10, 0.0, 11, 130, 0
2.5332, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.103, -4.509, 0.878, 25, -3, -14, 7.561, 13, 130, 0
2.5666, 0, 28, 28, 2, 0.049, 0.04, 61.169, 3.958, -1.742, 0.067, -115, 41, -83, 0.0, 15, 130, 18
2.5999, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.664, -3.06, 0.257, -3, -37, 5, 0.0, 11, 130, 0
2.6166, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.602, -1.972, 0.41, -218, -7, 179, 8.274, 15, 130, 9
2.6499, 0, 28, 28, 2, 0.049, 0.04, 61.169, 3.952, -1.741, 0.064, -118, 38, -100, 0.0, 15, 130, 18
2.6999, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.607, -1.967, 0.404, -230, -3, 178, 8.273, 15, 130, 9
2.7166, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.1, -4.509, 0.871, 16, -10, -22, 7.56, 13, 130, 0
2.7333, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.663, -3.063, 0.256, 1, -40, 4, 0.0, 11, 130, 0
2.7499, 0, 28, 28, 2, 0.049, 0.04, 61.23, 3.949, -1.74, 0.061, -169, 76, -66, 0.0, 15, 130, 18
2.7666, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.1, -4.51, 0.868, 17, -13, -18, 7.561, 13, 130, 0
2.7833, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.613, -1.961, 0.403, -221, 3, 193, 8.274, 15, 130, 10
2.8332, 0, 28, 28, 2, 0.049, 0.04, 61.23, 3.945, -1.739, 0.059, -195, 87, -44, 0.0, 15, 130, 18
2.8832, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.605, -1.961, 0.408, -234, -10, 175, 8.274, 15, 130, 9
2.9166, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.664, -3.065, 0.257, -5, -36, 7, 0.0, 11, 130, 0
2.9333, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.099, -4.513, 0.865, 13, -10, -18, 7.565, 13, 130, 0
2.9666, 0, 28, 29, 2, 0.11, 0.101, 62.863, -4.586, -1.969, 0.409, -180, -32, 182, 8.274, 15, 130, 7
2.9999, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.663, -3.064, 0.258, -9, -38, 11, 0.0, 11, 130, 0
3.0166, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.098, -4.511, 0.863, 22, -7, -14, 7.562, 13, 130, 0
3.0499, 0, 28, 28, 2, 0.049, 0.04, 61.323, 3.938, -1.735, 0.056, -131, 45, -89, 0.0, 15, 130, 18
3.0832, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.663, -3.064, 0.258, -4, -38, 7, 0.0, 11, 130, 0
3.0999, 0, 28, 30, 2, 0.009, 0.018, 47.647, -0.099, -4.513, 0.859, 14, -20, -27, 7.565, 13, 130, 0
3.1332, 0, 28, 28, 2, 0.049, 0.04, 61.323, 3.936, -1.735, 0.055, -123, 47, -103, 0.0, 15, 130, 18
3.1832, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.466, -2.034, 0.375, -99, -75, 138, 8.274, 15, 130, 4
3.2166, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.661, -3.065, 0.257, -2, -41, 7, 0.0, 11, 130, 0
3.2333, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.1, -4.514, 0.857, 6, -24, -25, 7.559, 13, 130, 0
3.2666, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.429, -2.052, 0.356, -94, -74, 129, 8.273, 15, 130, 4
3.2999, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.66, -3.065, 0.257, -4, -38, 7, 0.0, 11, 130, 0
3.3166, 0, 28, 30, 2, 0.009, 0.025, 47.647, -0.1, -4.514, 0.855, 11, -22, -13, 7.557, 13, 130, 0
3.3499, 0, 28, 28, 2, 0.049, 0.04, 61.384, 3.93, -1.734, 0.05, -153, 62, -75, 0.0, 15, 130, 18
3.3666, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.396, -2.066, 0.339, -98, -71, 116, 8.274, 15, 130, 3
3.3999, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.659, -3.066, 0.257, -8, -36, 10, 0.0, 11, 130, 0
3.4166, 0, 28, 30, 2, 0.009, 0.025, 47.647, -0.1, -4.515, 0.852, 7, -23, -15, 7.56, 13, 130, 0
3.4499, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.367, -2.078, 0.323, -92, -71, 114, 8.276, 15, 130, 3
3.4832, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.658, -3.067, 0.257, -10, -39, 11, 0.0, 11, 130, 0
3.4999, 0, 28, 30, 2, 0.009, 0.025, 47.647, -0.101, -4.517, 0.85, 6, -22, -10, 7.556, 13, 130, 0
3.5332, 0, 28, 28, 2, 0.049, 0.04, 61.384, 3.927, -1.731, 0.049, -127, 44, -90, 0.0, 15, 130, 18
3.5665, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.322, -2.094, 0.297, -86, -72, 109, 8.275, 15, 130, 2
3.5833, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.102, -4.519, 0.85, 8, -24, -14, 7.557, 13, 130, 0
3.6166, 0, 28, 28, 2, 0.049, 0.04, 61.384, 3.926, -1.73, 0.047, -122, 44, -103, 0.0, 15, 130, 18
3.6335, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.101, -4.519, 0.85, 3, -20, -10, 7.562, 13, 130, 0
3.6665, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.306, -2.1, 0.287, -82, -69, 110, 8.275, 15, 130, 2
3.6999, 0, 28, 28, 2, 0.049, 0.04, 61.384, 3.925, -1.73, 0.047, -171, 74, -71, 0.0, 15, 130, 18
3.7166, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.1, -4.519, 0.849, -2, -20, -15, 7.563, 13, 130, 0
3.7499, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.291, -2.105, 0.279, -85, -72, 103, 8.274, 15, 130, 1
3.7834, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.657, -3.07, 0.256, -7, -37, 10, 0.0, 11, 130, 0
3.7999, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.101, -4.519, 0.848, 4, -8, -2, 7.56, 13, 130, 0
3.8332, 0, 28, 28, 2, 0.049, 0.04, 61.477, 3.926, -1.73, 0.045, -158, 62, -75, 0.0, 15, 130, 18
3.8499, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.28, -2.109, 0.273, -84, -73, 102, 8.275, 15, 130, 1
3.8832, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.656, -3.07, 0.256, -5, -38, 9, 0.0, 11, 130, 0
3.9166, 0, 28, 28, 2, 0.049, 0.04, 61.477, 3.926, -1.73, 0.045, -142, 53, -88, 0.0, 15, 130, 18
3.9333, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.27, -2.112, 0.267, -83, -74, 100, 8.274, 15, 130, 1
3.9666, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.263, -2.115, 0.263, -84, -73, 99, 8.273, 15, 130, 1
3.9833, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.102, -4.521, 0.845, 8, -13, -11, 7.561, 13, 130, 0
3.9999, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.655, -3.07, 0.256, -9, -39, 12, 0.0, 11, 130, 0
4.0166, 0, 28, 28, 2, 0.049, 0.04, 61.477, 3.933, -1.736, 0.041, -109, 29, -97, 0.0, 15, 130, 17
4.0499, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.257, -2.118, 0.26, -86, -72, 96, 8.275, 15, 130, 1
4.0666, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.103, -4.522, 0.844, -2, -15, -16, 7.557, 13, 130, 0
4.0999, 0, 28, 28, 2, 0.049, 0.04, 61.477, 3.942, -1.745, 0.049, -112, 32, -77, 0.0, 15, 130, 17
4.1166, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.102, -4.522, 0.843, 3, -7, -12, 7.557, 13, 130, 0
4.1499, 0, 28, 29, 2, 0.11, 0.101, 62.955, -4.252, -2.12, 0.257, -75, -67, 107, 8.273, 15, 130, 0
4.1833, 0, 28, 28, 2, 0.049, 0.04, 61.477, 3.945, -1.749, 0.055, -157, 60, -46, 0.0, 15, 130, 16
4.2000, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.101, -4.52, 0.841, 8, -14, -13, 7.557, 13, 130, 0
4.2332, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.249, -2.122, 0.255, -86, -69, 98, 8.274, 15, 130, 0
4.2666, 0, 28, 28, 2, 0.049, 0.04, 61.477, 3.945, -1.749, 0.057, -191, 85, -29, 0.0, 15, 130, 16
4.2833, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.101, -4.519, 0.841, 7, -10, 13, 7.553, 13, 130, 0
4.3166, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.247, -2.122, 0.253, -93, -69, 93, 8.274, 15, 130, 0
4.3499, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.654, -3.067, 0.256, -5, -38, 10, 0.0, 11, 130, 0
4.3666, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.101, -4.518, 0.843, 4, -17, 57, 7.54, 13, 130, 0
4.3999, 0, 28, 28, 2, 0.049, 0.04, 61.538, 3.941, -1.748, 0.056, -116, 34, -73, 0.0, 15, 130, 16
4.4166, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.246, -2.123, 0.252, -79, -70, 101, 8.274, 15, 130, 0
4.4499, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.243, -2.124, 0.252, -83, -70, 99, 8.274, 15, 130, 0
4.4832, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.653, -3.064, 0.256, -6, -41, 9, 0.0, 11, 130, 0
4.5000, 0, 28, 28, 2, 0.049, 0.04, 61.538, 3.962, -1.765, 0.052, -74, 0, -70, 0.0, 15, 130, 14
4.5333, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.241, -2.125, 0.25, -85, -74, 94, 8.274, 15, 130, 0
4.5666, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.654, -3.064, 0.256, 1, -43, 5, 0.0, 11, 130, 0
4.5833, 0, 28, 28, 2, 0.049, 0.04, 61.538, 3.993, -1.792, 0.062, -33, -21, -66, 0.0, 15, 130, 12
4.6166, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.24, -2.125, 0.25, -74, -70, 103, 8.274, 15, 130, 0
4.6666, 0, 28, 28, 2, 0.049, 0.04, 61.538, 4.011, -1.81, 0.084, -68, -5, -33, 0.0, 15, 130, 12
4.7166, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.237, -2.126, 0.249, -77, -71, 99, 8.273, 15, 130, 1
4.7499, 0, 28, 28, 2, 0.049, 0.04, 61.477, 4.027, -1.821, 0.094, -55, -12, -32, 0.0, 15, 130, 11
4.7999, 0, 28, 29, 2, 0.11, 0.095, 62.955, -4.233, -2.128, 0.248, -85, -72, 95, 8.273, 15, 130, 1
4.8332, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.655, -3.063, 0.256, -4, -38, 10, 0.0, 11, 130, 0
4.8499, 0, 28, 30, 2, 0.003, 0.025, 47.647, -0.099, -4.512, 0.946, 33, -19, 289, 7.555, 13, 130, 0
4.8832, 0, 28, 28, 2, 0.049, 0.04, 61.477, 4.026, -1.815, 0.109, -79, 13, -42, 0.0, 15, 130, 12
4.9000, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.23, -2.129, 0.248, -90, -72, 90, 8.272, 15, 130, 1
4.9166, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.655, -3.063, 0.257, -6, -37, 7, 0.0, 11, 130, 0
4.9333, 0, 28, 30, 2, 0.003, 0.025, 47.555, -0.097, -4.51, 0.971, 19, -13, 284, 7.552, 13, 130, 0
4.9666, 0, 28, 28, 2, 0.049, 0.04, 61.477, 4.025, -1.813, 0.103, -52, -8, -69, 0.0, 15, 130, 12
5.0166, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.223, -2.132, 0.246, -88, -72, 91, 8.273, 15, 130, 1
5.0665, 0, 28, 28, 2, 0.049, 0.04, 61.477, 4.044, -1.828, 0.101, -36, -22, -49, 0.0, 15, 130, 10
5.0999, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.219, -2.134, 0.244, -71, -71, 102, 8.272, 15, 130, 1
5.1499, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.658, -3.063, 0.259, 0, -40, 4, 0.0, 11, 130, 0
5.1999, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.217, -2.135, 0.243, -78, -71, 100, 8.274, 15, 130, 1
5.2332, 0, 28, 28, 2, 0.049, 0.04, 61.477, 4.094, -1.87, 0.123, -34, -29, -20, 0.0, 15, 130, 8
5.2832, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.216, -2.136, 0.241, -82, -75, 93, 8.273, 15, 130, 1
5.3166, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.658, -3.063, 0.26, -8, -38, 11, 0.0, 11, 130, 0
5.3332, 0, 28, 30, 2, 0.009, 0.034, 47.555, -0.099, -4.497, 1.101, 26, 26, 298, 7.553, 13, 130, 0
5.3665, 0, 28, 28, 2, 0.049, 0.04, 61.477, 4.142, -1.905, 0.155, -25, -31, -11, 0.0, 15, 130, 6
5.3999, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.657, -3.063, 0.261, -1, -39, 2, 0.0, 11, 130, 0
5.4166, 0, 28, 30, 2, 0.018, 0.025, 47.555, -0.099, -4.493, 1.128, 25, 25, 303, 7.558, 13, 130, 0
5.4499, 0, 28, 25, 2, 0.003, 0.034, 20.39, 3.657, -3.063, 0.261, -6, -39, 7, 0.0, 11, 130, 0
5.4999, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.216, -2.136, 0.239, -85, -76, 92, 8.274, 15, 130, 1
5.5166, 0, 28, 30, 2, 0.018, 0.025, 47.493, -0.098, -4.487, 1.157, 19, 38, 302, 7.549, 13, 130, 0
5.5333, 0, 28, 28, 2, 0.049, 0.04, 61.384, 4.163, -1.916, 0.184, -85, 29, -25, 0.0, 15, 130, 6
5.5499, 0, 28, 30, 2, 0.018, 0.025, 47.401, -0.096, -4.481, 1.186, 8, 12, 286, 7.546, 13, 130, 0
5.5832, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.218, -2.135, 0.24, -80, -74, 97, 8.273, 15, 130, 1
5.6166, 0, 28, 25, 2, 0.003, 0.034, 20.482, 3.656, -3.063, 0.259, -2, -40, 4, 0.0, 11, 130, 0
5.6333, 0, 28, 28, 2, 0.049, 0.04, 61.384, 4.152, -1.9, 0.186, -131, 55, -37, 0.0, 15, 130, 7
5.6665, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.217, -2.135, 0.24, -75, -72, 100, 8.274, 15, 130, 1
5.7166, 0, 28, 28, 2, 0.049, 0.04, 61.384, 4.134, -1.882, 0.179, -99, 35, -72, 0.0, 15, 130, 9
5.7666, 0, 28, 29, 2, 0.11, 0.095, 63.047, -4.216, -2.136, 0.241, -81, -72, 97, 8.272, 15, 130, 1
