0.0003, 0, 30, 23, 2, 0.003, 0.04, 16.724, -0.113, 0.9, 0.202, -12, -14, -7, 7.962, 15, 130, 0
0.0168, 0, 30, 26, 2, 6.216, 0.04, 14.722, -2.916, -0.752, 0.208, -55, -17, 26, 8.277, 15, 130, 1
0.0334, 0, 30, 28, 2, 6.231, 0.003, 15.554, -1.427, -0.826, 0.224, -43, 1, 6, 8.263, 15, 130, 0
0.0500, 0, 30, 21, 2, 6.256, 3.139, 17.31, -1.408, 1.137, 0.187, -27, 6, 3, 8.314, 15, 130, 0
0.0667, 0, 30, 23, 2, 0.003, 0.04, 16.724, -0.112, 0.9, 0.202, -11, -12, -8, 7.961, 15, 130, 0
0.0833, 0, 30, 27, 2, 6.24, 0.003, 15.4, 1.823, -0.948, 0.166, -67, -3, -17, 8.302, 15, 130, 3
0.1000, 0, 30, 26, 2, 6.216, 0.04, 14.722, -2.916, -0.753, 0.207, -56, -14, 28, 8.277, 15, 130, 1
0.1167, 0, 30, 21, 2, 6.256, 3.139, 17.31, -1.408, 1.136, 0.187, -24, 2, 3, 8.314, 15, 130, 0
0.1334, 0, 30, 23, 2, 0.003, 0.04, 16.724, -0.112, 0.899, 0.202, -10, -9, -6, 7.963, 15, 130, 0
0.1500, 0, 30, 25, 2, 6.28, 3.129, 16.078, 1.321, 0.927, 0.17, -16, 5, -12, 7.914, 15, 130, 1
0.1667, 0, 30, 27, 2, 6.24, 0.003, 15.4, 1.805, -0.958, 0.173, -67, -16, -35, 8.301, 15, 130, 2
0.2000, 0, 30, 21, 2, 6.256, 3.139, 17.248, -1.408, 1.136, 0.187, -26, 5, 2, 8.314, 15, 130, 0
0.2167, 0, 30, 24, 2, 0.003, 3.114, 14.445, 3.012, 0.923, 0.222, -2, 23, -1, 8.355, 15, 130, 0
0.2334, 0, 30, 25, 2, 6.28, 3.129, 16.078, 1.32, 0.927, 0.169, -21, 4, -3, 7.914, 15, 130, 1
0.2500, 0, 30, 28, 2, 6.231, 0.003, 15.554, -1.428, -0.825, 0.225, -41, 3, 7, 8.264, 15, 130, 0
0.2667, 0, 30, 21, 2, 6.256, 3.139, 17.248, -1.408, 1.136, 0.187, -25, 3, 4, 8.314, 15, 130, 0
0.2834, 0, 30, 26, 2, 6.216, 0.04, 14.722, -2.917, -0.754, 0.207, -53, -12, 25, 8.276, 15, 130, 0
